headline_text,sentiment_label,alpha_signal_score
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,0.4
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,0.14
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,-0.074
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,0.174
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,-0.083
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,0.293
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,0.092
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,-0.027
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,0.112
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,-0.393
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,-0.282
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,-0.298
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,0.036
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,0.433
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,0.558
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,0.16
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,0.125
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,-0.45
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,-0.136
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,-0.197
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,-0.155
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,-0.042
Company schedules annual general shareholder meeting for next Tuesday morning,Neutral,-0.118
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.595
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.087
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.368
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.04
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.419
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.33
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.733
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.172
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.175
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.39
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.407
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.024
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.216
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.126
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.561
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.476
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.037
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.017
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.171
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.076
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.023
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.198
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.033
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.186
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.055
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.192
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.006
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.107
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.182
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.113
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.543
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.215
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.326
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.263
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.249
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.244
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.634
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.684
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.164
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.044
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.114
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.029
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.03
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.061
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.039
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.078
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.149
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.138
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.149
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.183
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.048
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.835
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.064
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.051
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.105
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.197
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.181
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.137
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.293
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.002
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.343
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.445
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.257
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.116
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.138
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.028
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.081
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.029
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.26
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.008
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.1
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.089
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.197
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.077
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.012
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.168
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.107
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.32
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.141
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.286
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.269
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.136
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.298
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.177
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.573
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.047
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.1
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.304
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.065
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.134
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.502
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.291
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.292
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.335
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.107
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.148
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.166
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.601
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.059
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.41
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.085
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.031
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.24
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.427
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.855
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.054
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.35
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.21
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.048
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.223
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.102
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.343
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.019
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.026
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.165
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,0.59
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.002
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.227
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.106
Trading volume remains flat ahead of upcoming monthly consumer price index release,Neutral,-0.542
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.026
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.098
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.069
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.238
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.006
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.48
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.2
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.198
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.118
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.239
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.406
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.017
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.035
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.124
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.136
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.005
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.081
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.419
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.266
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.248
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.413
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.166
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.298
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.174
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.266
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.054
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.41
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.166
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.556
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.432
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.441
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.509
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.222
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.249
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.046
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.121
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.354
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.501
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.165
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.087
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.2
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.35
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.161
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.374
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.062
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.105
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.073
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.163
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.087
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.563
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.282
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.275
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.356
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.085
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.46
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.181
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.368
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.068
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.188
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.404
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.294
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.026
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.017
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.481
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.097
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.611
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.025
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.36
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.118
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.351
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.064
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.159
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.21
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.051
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.385
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.072
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.143
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.049
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.441
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.152
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.803
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.396
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.195
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.134
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.206
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.337
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.095
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.479
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.379
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.38
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.31
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.205
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.368
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.348
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.111
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.057
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.225
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.587
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.11
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.167
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.241
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.213
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.243
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.261
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.144
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.572
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.2
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.007
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.174
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.211
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.156
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.615
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.205
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.258
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,-0.115
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.046
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.106
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.121
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.52
Executive committee appoints new chief operating officer with 20 years industry experience,Neutral,0.339
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.278
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.062
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.125
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.285
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.395
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.254
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.203
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.314
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.059
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.117
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.247
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.019
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.08
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.038
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.209
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.522
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.402
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.046
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.506
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.002
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.048
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.089
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.045
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.343
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.553
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.383
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.356
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.067
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.107
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.147
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.4
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.116
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.506
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.341
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.047
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.165
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.106
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.005
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.16
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.122
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.451
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.048
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.18
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.323
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.239
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.118
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.371
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.089
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.078
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.0
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.313
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.151
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.221
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.113
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.118
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.066
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.109
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.017
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.525
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.062
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.09
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.162
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.186
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.045
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.162
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.33
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.355
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.15
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.467
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.252
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.171
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.198
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.493
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.223
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.303
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.183
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.004
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.238
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.102
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.172
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.026
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.146
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.494
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.391
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.404
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.026
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.225
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.333
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.047
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.23
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.032
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.378
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.363
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.003
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.313
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.091
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.222
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.105
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.651
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.05
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.109
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.101
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.309
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.268
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.17
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.298
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.445
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.08
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.126
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.02
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.087
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.122
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.169
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.009
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.272
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.271
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.17
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,-0.287
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.167
Company submits routine quarterly 10-Q filing to securities regulatory authority,Neutral,0.116
Financial markets trade in tight range as investors digest macroeconomic indicators,Neutral,-0.481
Financial markets trade in tight range as investors digest macroeconomic indicators,Neutral,-0.219
Financial markets trade in tight range as investors digest macroeconomic indicators,Neutral,0.249
Financial markets trade in tight range as investors digest macroeconomic indicators,Neutral,-0.295
Financial markets trade in tight range as investors digest macroeconomic indicators,Neutral,-0.166
Financial markets trade in tight range as investors digest macroeconomic indicators,Neutral,0.066
Financial markets trade in tight range as investors digest macroeconomic indicators,Neutral,0.146
Financial markets trade in tight range as investors digest macroeconomic indicators,Neutral,-0.113
